competition,season,round,date,kickoff_time,home_team,away_team,home_score,away_score,ht_home_score,ht_away_score,winner,home_goals_minutes,away_goals_minutes,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_xg,away_xg,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_possession,away_possession,source_name,source_url,secondary_source_url,collected_at,confidence
Brasileirão Série B,2026,24,2026-08-23,18:00,Operário-PR,Vila Nova,0,0,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,24,2026-08-23,18:30,Criciúma,Fortaleza,0,2,,,Fortaleza,,,19,10,6,5,0.82,1.21,,,,,,,73,27,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,24,2026-08-24,19:30,Athletic Club,Novorizontino,1,4,,,Novorizontino,,,10,16,1,8,1.51,2.63,,,,,,,45,55,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,24,2026-08-24,,Sport,América-MG,3,0,,,Sport,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,24,2026-08-25,,Atlético-GO,Botafogo-SP,3,0,,,Atlético-GO,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,24,2026-08-25,,Juventude,CRB,2,1,,,Juventude,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,25,2026-08-28,19:30,Goiás,São Bernardo,2,1,,,Goiás,,,14,11,4,4,1.02,1.07,,,,,,,41,59,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,25,2026-08-28,20:30,Novorizontino,Sport,2,1,,,Novorizontino,,,24,13,9,1,1.46,0.92,,,,,,,41,59,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,25,2026-08-28,,Náutico,Athletic Club,2,1,,,Náutico,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,25,2026-08-29,18:30,Botafogo-SP,Cuiabá,1,2,,,Cuiabá,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,25,2026-08-30,11:00,Avaí,Atlético-GO,0,1,,,Atlético-GO,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,25,2026-08-30,16:00,América-MG,Ponte Preta,2,0,,,América-MG,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,25,2026-08-30,18:00,CRB,Criciúma,2,1,,,CRB,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,25,2026-08-30,18:30,Vila Nova,Ceará,2,0,,,Vila Nova,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,25,2026-08-31,19:30,Fortaleza,Operário-PR,1,1,1,1,DRAW,30,33,31,9,7,4,2.49,0.85,,,,,,,60,40,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,25,2026-09-01,,Londrina,Juventude,0,0,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,26,2026-09-03,20:00,Náutico,Botafogo-SP,1,0,,,Náutico,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,26,2026-09-04,19:30,Criciúma,Cuiabá,2,0,,,Criciúma,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,26,2026-09-04,20:30,Athletic Club,Vila Nova,5,0,,,Athletic Club,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,26,2026-09-04,21:30,CRB,América-MG,3,1,,,CRB,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,26,2026-09-05,16:00,Goiás,Fortaleza,0,1,,,Fortaleza,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,26,2026-09-05,,Novorizontino,Avaí,3,1,,,Novorizontino,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,26,2026-09-05,18:00,Juventude,Atlético-GO,2,2,,,DRAW,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,26,2026-09-05,18:30,Ceará,Sport,2,1,,,Ceará,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,26,2026-09-06,11:00,Londrina,Operário-PR,1,2,,,Operário-PR,,,,,,,,,,,,,,,,,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,26,2026-09-06,18:30,Ponte Preta,São Bernardo,0,2,0,1,São Bernardo,,45|79,10,14,2,6,0.66,1.21,,,,,,,49,51,"Wikipedia (resultados por rodada, com links BeSoccer)",https://es.wikipedia.org/wiki/Campeonato_Brasile%C3%B1o_de_F%C3%BAtbol_Serie_B_2026,,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,27,2026-09-08,20:30,Cuiabá,Athletic Club,3,0,,,Cuiabá,,,,,,,,,,,,,,,,,GP1 / Super Placar (resultados atuais) + CBF (programação da rodada),https://www.gp1.com.br/tabelas/campeonato-brasileiro-b/,https://www.cbf.com.br/futebol-brasileiro/noticias/campeonato-brasileiro-serie-b/a/serie-b-27-rodada-comeca-com-confronto-direto-pela-lideranca,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,27,2026-09-08,21:00,Criciúma,Juventude,0,2,,,Juventude,,,,,,,,,,,,,,,,,GP1 / Super Placar (resultados atuais) + CBF (programação da rodada),https://www.gp1.com.br/tabelas/campeonato-brasileiro-b/,https://www.cbf.com.br/futebol-brasileiro/noticias/campeonato-brasileiro-serie-b/a/serie-b-27-rodada-comeca-com-confronto-direto-pela-lideranca,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,27,2026-09-09,19:30,Botafogo-SP,Novorizontino,1,3,,,Novorizontino,,,,,,,,,,,,,,,,,GP1 / Super Placar (resultados atuais) + CBF (programação da rodada),https://www.gp1.com.br/tabelas/campeonato-brasileiro-b/,https://www.cbf.com.br/futebol-brasileiro/noticias/campeonato-brasileiro-serie-b/a/serie-b-27-rodada-comeca-com-confronto-direto-pela-lideranca,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,27,2026-09-09,19:30,Fortaleza,Avaí,1,0,,,Fortaleza,,,,,,,,,,,,,,,,,GP1 / Super Placar (resultados atuais) + CBF (programação da rodada),https://www.gp1.com.br/tabelas/campeonato-brasileiro-b/,https://www.cbf.com.br/futebol-brasileiro/noticias/campeonato-brasileiro-serie-b/a/serie-b-27-rodada-comeca-com-confronto-direto-pela-lideranca,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,27,2026-09-09,20:30,América-MG,Náutico,2,1,,,América-MG,,,,,,,,,,,,,,,,,GP1 / Super Placar (resultados atuais) + CBF (programação da rodada),https://www.gp1.com.br/tabelas/campeonato-brasileiro-b/,https://www.cbf.com.br/futebol-brasileiro/noticias/campeonato-brasileiro-serie-b/a/serie-b-27-rodada-comeca-com-confronto-direto-pela-lideranca,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,27,2026-09-09,20:30,Operário-PR,CRB,3,0,,,Operário-PR,,,,,,,,,,,,,,,,,GP1 / Super Placar (resultados atuais) + CBF (programação da rodada),https://www.gp1.com.br/tabelas/campeonato-brasileiro-b/,https://www.cbf.com.br/futebol-brasileiro/noticias/campeonato-brasileiro-serie-b/a/serie-b-27-rodada-comeca-com-confronto-direto-pela-lideranca,2026-09-10T14:51:00-03:00,MEDIUM
Brasileirão Série B,2026,27,2026-09-09,21:30,Atlético-GO,Ceará,2,1,,,Atlético-GO,,,,,,,,,,,,,,,,,GP1 / Super Placar (resultados atuais) + CBF (programação da rodada),https://www.gp1.com.br/tabelas/campeonato-brasileiro-b/,https://www.cbf.com.br/futebol-brasileiro/noticias/campeonato-brasileiro-serie-b/a/serie-b-27-rodada-comeca-com-confronto-direto-pela-lideranca,2026-09-10T14:51:00-03:00,MEDIUM
